cm_dummy,gamedummy,area_kanto,area_keihan,area_tokai,area_keihanshin,age,sex,marry_dummy,job_dummy1,job_dummy2,job_dummy3,job_dummy4,job_dummy5,job_dummy6,job_dummy7,job_dummy8,inc,pmoney,fam_str_dummy1,fam_str_dummy2,fam_str_dummy3,fam_str_dummy4,fam_str_dummy5,child_dummy,T,F1,F2,F3,M1,M2,M3,TVwatch_day,gamesecond,gamecount
0,0,0,1,0,0,24.5,1,0,0,0,1,0,0,0,0,0,249.5,6.5,1,0,0,0,0,0,0,0,0,0,1,0,0,187.44863748,0,0
0,0,0,1,0,0,34.5,1,0,1,0,0,0,0,0,0,0,449.5,9.0,1,0,0,0,0,0,0,0,0,0,1,0,0,197.09255327,0,0
0,0,1,0,0,0,34.5,0,1,0,0,0,0,0,1,0,0,0.0,4.0,0,1,0,0,0,0,0,0,1,0,0,0,0,200.40185232,0,0
0,0,0,1,0,0,34.5,1,1,1,0,0,0,0,0,0,0,449.5,2.0,0,0,1,0,0,1,0,0,0,0,0,1,0,201.86921597,0,0
0,0,0,1,0,0,24.5,0,1,0,0,0,0,1,0,0,0,103.0,1.0,0,1,0,0,0,0,0,1,0,0,0,0,0,205.10139805,0,0
0,0,1,0,0,0,34.5,1,1,1,0,0,0,0,0,0,0,800.0,20.0,0,0,1,0,0,1,0,0,0,0,1,0,0,207.12096744,0,0
0,0,0,1,0,0,34.5,0,1,0,0,1,0,0,0,0,0,249.5,4.0,0,1,0,0,0,0,0,0,1,0,0,0,0,209.05153448,0,0
0,0,0,1,0,0,34.5,1,0,1,0,0,0,0,0,0,0,449.5,4.0,1,0,0,0,0,0,0,0,0,0,0,1,0,215.15374151,0,0
0,0,0,0,0,1,44.5,1,0,0,0,1,0,0,0,0,0,151.5,6.5,0,0,1,0,0,0,0,0,0,0,0,1,0,219.28842845,0,0
0,0,0,1,0,0,24.5,0,1,1,0,0,0,0,0,0,0,151.5,4.0,0,1,0,0,0,0,0,1,0,0,0,0,0,233.87845756,0,0
0,0,0,1,0,0,34.5,0,1,0,0,0,0,0,0,0,1,0.0,1.0,0,0,1,0,0,1,0,0,1,0,0,0,0,231.69640079,0,0
0,0,0,1,0,0,44.5,1,1,1,0,0,0,0,0,0,0,749.5,4.0,0,0,1,0,0,1,0,0,0,0,0,1,0,241.83952467,0,0
0,0,0,1,0,0,24.5,1,0,1,0,0,0,0,0,0,0,249.5,4.0,0,0,1,0,0,0,0,0,0,0,1,0,0,251.92424394,0,0
0,0,0,0,0,1,34.5,0,0,1,0,0,0,0,0,0,0,349.5,6.5,1,0,0,0,0,0,0,1,0,0,0,0,0,268.84205165,0,0
0,0,0,1,0,0,24.5,1,0,0,0,0,0,0,0,1,0,0.0,2.0,0,0,1,0,0,0,0,0,0,0,1,0,0,286.9713345,0,0
0,0,1,0,0,0,34.5,1,1,1,0,0,0,0,0,0,0,349.5,2.0,0,0,0,1,0,1,0,0,0,0,0,1,0,287.68262951,0,0
0,0,1,0,0,0,19.0,1,0,0,0,0,0,0,0,1,0,0.0,2.0,0,0,0,1,0,1,1,0,0,0,0,0,0,298.32369708,0,0
0,0,0,1,0,0,34.5,0,1,0,0,0,0,0,1,0,0,0.0,2.0,0,0,1,0,0,1,0,1,0,0,0,0,0,306.05179997,0,0
0,0,1,0,0,0,24.5,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0,1,0,0,0,0,0,1,0,0,0,0,0,351.63181671,0,0
0,0,0,0,0,1,24.5,0,0,1,0,0,0,0,0,0,0,349.5,4.0,0,0,1,0,0,0,0,1,0,0,0,0,0,361.05429176,0,0
0,0,0,0,1,0,24.5,1,0,0,0,0,0,0,0,1,0,0.0,1.0,0,0,1,0,0,0,0,0,0,0,1,0,0,364.05669607,0,0
0,0,0,0,0,1,44.5,1,1,1,0,0,0,0,0,0,0,800.0,2.0,0,0,1,0,0,1,0,0,0,0,0,1,0,386.68265391,0,0
0,0,0,0,0,1,44.5,1,0,1,0,0,0,0,0,0,0,549.5,6.5,0,0,1,0,0,0,0,0,0,0,0,1,0,394.57002085,0,0
0,0,0,1,0,0,54.5,1,1,1,0,0,0,0,0,0,0,800.0,4.0,0,0,1,0,0,1,0,0,0,0,0,0,1,402.57765846,0,0
0,0,0,1,0,0,44.5,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0,0,1,0,0,1,0,0,1,0,0,0,0,405.65404494,0,0
0,0,0,0,0,1,34.5,1,0,1,0,0,0,0,0,0,0,449.5,3.3,0,0,0,0,1,0,0,0,0,0,1,0,0,409.39105322,0,0
0,0,0,1,0,0,44.5,0,1,0,0,0,0,1,0,0,0,103.0,2.0,0,0,1,0,0,1,0,0,1,0,0,0,0,410.92226799,0,0
0,0,0,1,0,0,44.5,1,1,1,0,0,0,0,0,0,0,349.5,2.0,0,0,1,0,0,0,0,0,0,0,0,1,0,425.23348748,0,0
0,0,0,1,0,0,34.5,1,1,1,0,0,0,0,0,0,0,549.5,3.3,0,0,1,0,0,1,0,0,0,0,0,1,0,428.54199216,0,0
0,0,0,1,0,0,24.5,0,0,0,0,0,0,0,0,1,0,0.0,2.0,1,0,0,0,0,0,0,1,0,0,0,0,0,427.55746939,0,0
0,0,0,1,0,0,24.5,0,0,1,0,0,0,0,0,0,0,249.5,6.5,0,0,1,0,0,0,0,1,0,0,0,0,0,439.91361117,0,0
0,0,0,1,0,0,34.5,1,0,1,0,0,0,0,0,0,0,449.5,4.0,0,0,1,0,0,0,0,0,0,0,0,1,0,446.89422607,0,0
0,0,0,1,0,0,19.0,1,0,0,0,0,0,0,0,1,0,0.0,1.0,0,0,1,0,0,1,1,0,0,0,0,0,0,483.35549312,0,0
0,0,0,0,1,0,34.5,1,0,0,1,0,0,0,0,0,0,449.5,9.0,0,0,1,0,0,0,0,0,0,0,1,0,0,492.31294662,0,0
0,0,0,1,0,0,34.5,1,1,1,0,0,0,0,0,0,0,749.5,6.5,0,0,1,0,0,1,0,0,0,0,0,1,0,498.06728885,0,0
0,0,0,1,0,0,34.5,1,1,1,0,0,0,0,0,0,0,749.5,2.0,0,0,1,0,0,1,0,0,0,0,1,0,0,507.40537725,0,0
0,0,0,0,1,0,24.5,1,0,1,0,0,0,0,0,0,0,349.5,4.0,0,0,0,0,1,0,0,0,0,0,1,0,0,509.35775798,0,0
0,0,0,1,0,0,34.5,1,1,1,0,0,0,0,0,0,0,800.0,2.0,0,0,1,0,0,1,0,0,0,0,0,1,0,518.34330333,0,0
0,0,0,1,0,0,34.5,0,1,0,0,0,0,0,1,0,0,0.0,2.0,0,0,1,0,0,1,0,0,1,0,0,0,0,536.5094142,0,0
0,0,0,1,0,0,54.5,0,0,0,0,0,0,1,0,0,0,349.5,4.0,0,0,1,0,0,0,0,0,0,1,0,0,0,540.83453747,0,0
0,0,0,1,0,0,44.5,1,1,1,0,0,0,0,0,0,0,749.5,2.0,0,0,1,0,0,1,0,0,0,0,0,1,0,555.31774336,0,0
0,0,0,1,0,0,24.5,1,0,1,0,0,0,0,0,0,0,449.5,1.0,1,0,0,0,0,0,0,0,0,0,1,0,0,560.48398757,0,0
0,0,1,0,0,0,24.5,0,1,1,0,0,0,0,0,0,0,349.5,2.0,0,0,1,0,0,1,0,1,0,0,0,0,0,562.3456282000001,0,0
0,0,0,0,1,0,44.5,1,1,0,1,0,0,0,0,0,0,349.5,3.3,0,0,0,1,0,0,0,0,0,0,0,1,0,568.53175449,0,0
0,0,0,1,0,0,34.5,1,0,1,0,0,0,0,0,0,0,549.5,6.5,1,0,0,0,0,0,0,0,0,0,1,0,0,568.61307808,0,0
0,0,0,1,0,0,24.5,1,0,1,0,0,0,0,0,0,0,649.5,4.0,1,0,0,0,0,0,0,0,0,0,1,0,0,570.03478765,0,0
0,0,0,1,0,0,44.5,1,1,1,0,0,0,0,0,0,0,800.0,12.5,0,1,0,0,0,0,0,0,0,0,0,1,0,581.63999087,0,0
0,0,0,1,0,0,34.5,0,0,1,0,0,0,0,0,0,0,349.5,6.5,1,0,0,0,0,0,0,1,0,0,0,0,0,591.85113656,0,0
0,0,0,1,0,0,44.5,1,0,1,0,0,0,0,0,0,0,549.5,12.5,0,0,1,0,0,0,0,0,0,0,0,1,0,600.11762946,0,0
0,0,0,1,0,0,34.5,1,0,1,0,0,0,0,0,0,0,649.5,4.0,1,0,0,0,0,0,0,0,0,0,1,0,0,628.32554914,0,0
0,0,0,1,0,0,54.5,1,1,1,0,0,0,0,0,0,0,749.5,4.0,0,0,0,1,0,1,0,0,0,0,0,0,1,667.1808887999999,0,0
0,0,0,1,0,0,34.5,1,0,1,0,0,0,0,0,0,0,549.5,6.5,1,0,0,0,0,0,0,0,0,0,0,1,0,671.71211154,0,0
0,0,0,1,0,0,34.5,0,1,1,0,0,0,0,0,0,0,349.5,2.0,1,0,0,0,0,0,0,0,1,0,0,0,0,671.27349876,0,0
0,0,0,1,0,0,34.5,1,1,1,0,0,0,0,0,0,0,549.5,2.0,0,0,1,0,0,1,0,0,0,0,0,1,0,673.36363355,0,0
0,0,0,1,0,0,34.5,1,1,1,0,0,0,0,0,0,0,449.5,2.0,0,0,1,0,0,1,0,0,0,0,0,1,0,682.7431584,0,0
0,0,0,1,0,0,34.5,0,1,0,0,0,0,0,1,0,0,0.0,2.0,0,0,1,0,0,1,0,0,1,0,0,0,0,691.06589649,0,0
0,0,0,1,0,0,44.5,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0,0,1,0,0,1,0,0,1,0,0,0,0,708.04746186,0,0
0,0,0,1,0,0,24.5,0,1,0,0,0,0,0,1,0,0,0.0,4.0,0,1,0,0,0,0,0,1,0,0,0,0,0,708.41452293,0,0
0,0,0,0,0,1,60.0,0,1,0,0,0,0,0,1,0,0,0.0,4.0,0,1,0,0,0,0,0,0,0,1,0,0,0,722.46817215,0,0
0,0,0,1,0,0,44.5,1,1,1,0,0,0,0,0,0,0,800.0,4.0,0,0,1,0,0,1,0,0,0,0,0,1,0,727.19777953,0,0
0,0,0,1,0,0,24.5,1,0,0,0,0,0,0,0,1,0,0.0,2.0,0,0,1,0,0,1,0,0,0,0,1,0,0,738.97103066,0,0
0,0,1,0,0,0,44.5,0,0,0,0,0,0,1,0,0,0,249.5,1.0,0,0,1,0,0,1,0,0,1,0,0,0,0,745.40758562,0,0
0,0,0,1,0,0,44.5,1,1,0,1,0,0,0,0,0,0,449.5,4.0,0,0,1,0,0,1,0,0,0,0,0,1,0,757.31775794,0,0
0,0,0,0,0,1,44.5,0,0,1,0,0,0,0,0,0,0,549.5,4.0,0,0,1,0,0,0,0,0,1,0,0,0,0,758.4704730000001,0,0
0,0,0,1,0,0,24.5,1,0,0,0,0,0,0,0,1,0,0.0,2.0,0,0,1,0,0,0,0,0,0,0,1,0,0,768.04315308,0,0
0,0,0,1,0,0,44.5,0,1,0,0,0,0,1,0,0,0,249.5,2.0,0,0,1,0,0,1,0,0,1,0,0,0,0,768.98982523,0,0
0,0,0,0,1,0,24.5,0,0,0,0,0,0,0,0,1,0,0.0,2.0,0,0,1,0,0,1,0,1,0,0,0,0,0,772.47721382,0,0
0,0,0,1,0,0,24.5,1,0,0,0,0,0,1,0,0,0,103.0,1.0,0,0,1,0,0,0,0,0,0,0,1,0,0,780.0353332000001,0,0
0,0,0,1,0,0,24.5,0,0,0,0,0,0,0,0,1,0,0.0,6.5,0,0,1,0,0,0,0,1,0,0,0,0,0,779.34283415,0,0
0,0,0,1,0,0,24.5,1,0,0,0,0,0,0,0,1,0,0.0,1.0,0,0,1,0,0,0,0,0,0,0,1,0,0,782.13846935,0,0
0,0,0,1,0,0,44.5,1,1,1,0,0,0,0,0,0,0,449.5,4.0,0,0,0,1,0,1,0,0,0,0,0,1,0,797.12140544,0,0
0,0,0,1,0,0,44.5,1,0,1,0,0,0,0,0,0,0,800.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,797.52494593,0,0
0,0,0,1,0,0,34.5,1,0,1,0,0,0,0,0,0,0,349.5,4.0,0,0,1,0,0,0,0,0,0,0,1,0,0,803.05428617,0,0
0,0,0,1,0,0,34.5,1,0,0,0,1,0,0,0,0,0,549.5,3.3,1,0,0,0,0,0,0,0,0,0,0,1,0,805.64032196,0,0
0,0,0,0,0,1,24.5,0,0,0,0,0,0,1,0,0,0,151.5,4.0,0,0,1,0,0,0,0,1,0,0,0,0,0,816.79222317,0,0
0,0,0,1,0,0,44.5,1,1,1,0,0,0,0,0,0,0,800.0,2.0,0,0,1,0,0,1,0,0,0,0,0,1,0,817.68181806,0,0
0,0,0,0,0,1,44.5,1,0,0,0,1,0,0,0,0,0,151.5,1.0,1,0,0,0,0,0,0,0,0,0,0,1,0,825.87022361,0,0
0,0,0,1,0,0,24.5,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0,0,1,0,0,1,0,1,0,0,0,0,0,825.11967843,0,0
0,0,0,1,0,0,34.5,1,1,1,0,0,0,0,0,0,0,449.5,2.0,0,0,1,0,0,1,0,0,0,0,0,1,0,835.04380298,0,0
0,0,0,1,0,0,44.5,0,0,0,0,1,0,0,0,0,0,349.5,2.0,1,0,0,0,0,0,0,0,1,0,0,0,0,835.27228837,0,0
0,0,0,1,0,0,34.5,1,1,1,0,0,0,0,0,0,0,549.5,3.3,0,0,1,0,0,1,0,0,0,0,1,0,0,838.35450737,0,0
0,0,0,0,1,0,44.5,1,0,1,0,0,0,0,0,0,0,800.0,2.0,0,0,1,0,0,0,0,0,0,0,0,1,0,839.04275702,0,0
0,0,1,0,0,0,24.5,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0,0,1,0,0,1,0,1,0,0,0,0,0,839.68582001,0,0
0,0,0,1,0,0,34.5,0,1,0,0,0,0,0,1,0,0,0.0,3.3,0,0,1,0,0,1,0,0,1,0,0,0,0,842.8085276,0,0
0,0,0,1,0,0,34.5,1,0,1,0,0,0,0,0,0,0,349.5,4.0,0,0,1,0,0,0,0,0,0,0,0,1,0,844.64032662,0,0
0,0,0,0,0,1,60.0,1,0,0,0,0,0,0,0,0,1,0.0,4.0,0,0,1,0,0,0,0,0,0,0,0,0,1,855.19768476,0,0
0,0,0,0,0,1,34.5,1,0,1,0,0,0,0,0,0,0,449.5,4.0,1,0,0,0,0,0,0,0,0,0,1,0,0,889.87222677,0,0
0,0,0,1,0,0,34.5,1,1,1,0,0,0,0,0,0,0,649.5,4.0,0,0,1,0,0,1,0,0,0,0,0,1,0,903.42426309,0,0
0,0,0,1,0,0,54.5,0,1,0,0,0,0,0,0,0,1,0.0,2.0,0,1,0,0,0,0,0,0,0,1,0,0,0,913.9208504000001,0,0
0,0,0,0,0,1,24.5,1,0,0,0,0,1,0,0,0,0,349.5,12.5,0,0,1,0,0,0,0,0,0,0,1,0,0,923.18287354,0,0
0,0,0,1,0,0,44.5,1,1,1,0,0,0,0,0,0,0,549.5,2.0,0,0,1,0,0,1,0,0,0,0,0,1,0,938.54369324,0,0
0,0,0,1,0,0,34.5,1,0,1,0,0,0,0,0,0,0,449.5,6.5,0,0,1,0,0,0,0,0,0,0,0,1,0,936.51407155,0,0
0,0,0,1,0,0,54.5,1,1,1,0,0,0,0,0,0,0,749.5,2.0,0,0,1,0,0,1,0,0,0,0,0,0,1,948.70712193,0,0
0,0,0,0,1,0,34.5,0,1,1,0,0,0,0,0,0,0,449.5,4.0,0,1,0,0,0,0,0,0,1,0,0,0,0,949.3523640000001,0,0
0,0,0,0,0,1,44.5,1,0,0,0,1,0,0,0,0,0,349.5,4.0,1,0,0,0,0,0,0,0,0,0,0,1,0,961.78542625,0,0
0,0,0,1,0,0,34.5,0,1,0,0,1,0,0,0,0,0,249.5,2.0,0,0,1,0,0,1,0,1,0,0,0,0,0,992.39395599,0,0
0,0,0,1,0,0,44.5,1,0,0,1,0,0,0,0,0,0,349.5,4.0,0,0,1,0,0,0,0,0,0,0,0,1,0,991.89240751,0,0
0,0,0,1,0,0,34.5,1,0,1,0,0,0,0,0,0,0,249.5,2.0,0,0,1,0,0,0,0,0,0,0,0,1,0,992.10031204,0,0
0,0,0,0,0,1,44.5,1,1,1,0,0,0,0,0,0,0,800.0,6.5,0,0,1,0,0,1,0,0,0,0,0,1,0,992.84262836,0,0
0,0,0,1,0,0,24.5,0,0,0,0,0,0,1,0,0,0,103.0,3.3,0,0,1,0,0,0,0,1,0,0,0,0,0,994.33282767,0,0
0,0,0,1,0,0,34.5,1,1,1,0,0,0,0,0,0,0,749.5,4.0,0,0,1,0,0,1,0,0,0,0,0,1,0,1006.8710858999999,0,0
0,0,0,1,0,0,44.5,1,0,1,0,0,0,0,0,0,0,549.5,9.0,1,0,0,0,0,0,0,0,0,0,0,1,0,1035.9825031,0,0
0,0,0,0,0,1,34.5,1,1,1,0,0,0,0,0,0,0,549.5,2.0,0,0,1,0,0,1,0,0,0,0,0,1,0,1072.9410762,0,0
0,0,0,1,0,0,34.5,1,1,1,0,0,0,0,0,0,0,649.5,2.0,0,0,1,0,0,1,0,0,0,0,0,1,0,1110.5663673000001,0,0
0,0,0,1,0,0,54.5,1,1,1,0,0,0,0,0,0,0,349.5,2.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1137.5123599,0,0
0,0,0,1,0,0,34.5,0,1,0,0,0,0,1,0,0,0,103.0,1.0,0,0,1,0,0,1,0,0,1,0,0,0,0,1140.9821449,0,0
0,0,0,1,0,0,34.5,1,1,1,0,0,0,0,0,0,0,449.5,2.0,0,0,1,0,0,1,0,0,0,0,0,1,0,1144.8787290999999,0,0
0,0,0,0,0,1,24.5,0,1,1,0,0,0,0,0,0,0,103.0,2.0,0,0,1,0,0,1,0,1,0,0,0,0,0,1162.0688772,0,0
0,0,0,0,0,1,54.5,1,0,0,0,0,0,1,0,0,0,249.5,2.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1163.2922113,0,0
0,0,0,1,0,0,44.5,0,0,1,0,0,0,0,0,0,0,349.5,1.0,0,0,1,0,0,1,0,0,1,0,0,0,0,1177.7822400999999,0,0
0,0,0,1,0,0,44.5,0,1,0,0,1,0,0,0,0,0,249.5,9.0,0,0,1,0,0,1,0,0,1,0,0,0,0,1178.5399037999998,0,0
0,0,0,1,0,0,44.5,1,1,1,0,0,0,0,0,0,0,449.5,2.0,0,0,1,0,0,1,0,0,0,0,0,1,0,1186.3283540999998,0,0
0,0,0,1,0,0,44.5,1,1,1,0,0,0,0,0,0,0,151.5,3.3,0,0,1,0,0,1,0,0,0,0,0,1,0,1188.1026369,0,0
0,0,0,0,0,1,34.5,0,1,1,0,0,0,0,0,0,0,151.5,1.0,0,0,1,0,0,1,0,1,0,0,0,0,0,1190.0571211,0,0
0,0,0,1,0,0,34.5,1,1,0,0,0,1,0,0,0,0,449.5,4.0,0,0,1,0,0,1,0,0,0,0,0,1,0,1209.7721890999999,0,0
0,0,0,0,0,1,24.5,1,0,0,0,0,0,1,0,0,0,249.5,6.5,1,0,0,0,0,0,0,0,0,0,1,0,0,1207.6278553,0,0
0,0,0,1,0,0,44.5,1,0,1,0,0,0,0,0,0,0,549.5,4.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1220.3151103,0,0
0,0,0,1,0,0,34.5,1,1,1,0,0,0,0,0,0,0,249.5,2.0,0,0,1,0,0,1,0,0,0,0,1,0,0,1235.745086,0,0
0,0,0,1,0,0,54.5,1,0,0,1,0,0,0,0,0,0,249.5,6.5,1,0,0,0,0,0,0,0,0,0,0,0,1,1248.9617627,0,0
0,0,0,1,0,0,44.5,1,1,1,0,0,0,0,0,0,0,749.5,2.0,0,0,1,0,0,1,0,0,0,0,0,1,0,1252.6616279999998,0,0
0,0,0,0,1,0,24.5,1,0,1,0,0,0,0,0,0,0,349.5,4.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1262.289949,0,0
0,0,0,1,0,0,44.5,0,0,0,0,0,0,0,0,0,1,0.0,6.5,0,0,1,0,0,0,0,0,1,0,0,0,0,1268.2016375,0,0
0,0,0,1,0,0,34.5,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0,0,1,0,0,1,0,1,0,0,0,0,0,1271.1028082999999,0,0
0,0,0,1,0,0,44.5,1,0,0,1,0,0,0,0,0,0,349.5,2.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1276.2244444,0,0
0,0,0,0,1,0,34.5,0,1,0,0,0,1,0,0,0,0,249.5,2.0,0,0,1,0,0,1,0,0,1,0,0,0,0,1277.7984917,0,0
0,0,0,1,0,0,34.5,0,1,0,0,0,0,0,1,0,0,0.0,2.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1285.2615703,0,0
0,0,0,1,0,0,44.5,1,1,0,0,0,0,0,0,0,1,0.0,2.0,0,1,0,0,0,0,0,0,0,0,0,1,0,1293.899555,0,0
0,0,0,0,0,1,34.5,1,1,1,0,0,0,0,0,0,0,649.5,0.0,0,0,1,0,0,1,0,0,0,0,1,0,0,1298.9854304,0,0
0,0,0,1,0,0,44.5,0,1,0,0,0,0,0,0,0,1,0.0,4.0,0,0,1,0,0,1,0,0,1,0,0,0,0,1310.7689441,0,0
0,0,0,0,0,1,34.5,1,1,1,0,0,0,0,0,0,0,749.5,2.0,0,1,0,0,0,0,0,0,0,0,0,1,0,1357.4382377999998,0,0
0,0,0,1,0,0,44.5,1,1,1,0,0,0,0,0,0,0,749.5,4.0,0,0,0,1,0,1,0,0,0,0,0,1,0,1374.532516,0,0
0,0,0,1,0,0,54.5,1,1,1,0,0,0,0,0,0,0,549.5,2.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1383.7930049000001,0,0
0,0,0,0,0,1,34.5,0,1,0,0,1,0,0,0,0,0,249.5,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1386.1495249000002,0,0
0,0,0,1,0,0,34.5,1,0,0,0,1,0,0,0,0,0,349.5,3.3,1,0,0,0,0,0,0,0,0,0,1,0,0,1398.3029276,0,0
0,0,0,1,0,0,34.5,1,1,1,0,0,0,0,0,0,0,349.5,2.0,0,0,1,0,0,1,0,0,0,0,1,0,0,1407.3387174,0,0
0,0,0,1,0,0,44.5,0,1,0,1,0,0,0,0,0,0,151.5,2.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1432.6607468,0,0
0,0,0,1,0,0,44.5,0,0,1,0,0,0,0,0,0,0,649.5,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1442.4916981,0,0
0,0,0,1,0,0,44.5,1,0,0,0,0,0,0,0,0,1,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,1444.9658087,0,0
0,0,0,1,0,0,34.5,1,0,1,0,0,0,0,0,0,0,449.5,2.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1446.6078163,0,0
0,0,0,1,0,0,34.5,0,1,0,0,0,0,0,1,0,0,0.0,2.0,0,0,0,1,0,1,0,1,0,0,0,0,0,1462.4287362,0,0
0,0,0,0,1,0,54.5,1,1,1,0,0,0,0,0,0,0,749.5,1.0,0,0,0,1,0,1,0,0,0,0,0,0,1,1469.1720705,0,0
0,0,0,1,0,0,34.5,0,0,0,0,0,0,1,0,0,0,249.5,4.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1472.0315511,0,0
0,0,0,0,0,1,44.5,1,1,1,0,0,0,0,0,0,0,800.0,4.0,0,0,0,1,0,1,0,0,0,0,0,1,0,1475.7528731,0,0
